,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-570.0,0.559,0.1267,0.1733,0.902,0.0875,-570.0,-600,-540,0.1733
-560.0,0.559,0.1267,0.1784,0.902,0.0875,-560.0,-590,-530,0.1784
-550.0,0.559,0.1267,0.1753,0.902,0.0875,-550.0,-580,-520,0.1753
-540.0,0.559,0.1267,0.202,0.902,0.0875,-540.0,-570,-510,0.202
-530.0,0.559,0.1267,0.2503,0.902,0.0875,-530.0,-560,-500,0.2503
-520.0,0.559,0.1267,0.2633,0.902,0.0875,-520.0,-550,-490,0.2633
-510.0,0.559,0.1267,0.2925,0.902,0.0875,-510.0,-540,-480,0.2925
-500.0,0.559,0.1267,0.2937,0.902,0.0875,-500.0,-530,-470,0.2937
-490.0,0.559,0.1267,0.2918,0.902,0.0875,-490.0,-520,-460,0.2918
-480.0,0.559,0.1267,0.2309,0.902,0.0875,-480.0,-510,-450,0.2309
-470.0,0.559,0.1267,0.1995,0.902,0.0875,-470.0,-500,-440,0.1995
-460.0,0.559,0.1267,0.1652,0.902,0.0875,-460.0,-490,-430,0.1652
-450.0,0.559,0.1267,0.1223,0.902,0.0875,-450.0,-480,-420,0.1223
-440.0,0.559,0.1267,0.1631,0.902,0.0875,-440.0,-470,-410,0.1631
-430.0,0.559,0.1267,0.1791,0.902,0.0875,-430.0,-460,-400,0.1791
-420.0,0.559,0.1267,0.2432,0.902,0.0875,-420.0,-450,-390,0.2432
-410.0,0.559,0.1267,0.2754,0.902,0.0875,-410.0,-440,-380,0.2754
-400.0,0.559,0.1267,0.2868,0.902,0.0875,-400.0,-430,-370,0.2868
-390.0,0.559,0.1267,0.2669,0.902,0.0875,-390.0,-420,-360,0.2669
-380.0,0.559,0.1267,0.2009,0.902,0.0875,-380.0,-410,-350,0.2009
-370.0,0.559,0.1267,0.1663,0.902,0.0875,-370.0,-400,-340,0.1663
-360.0,0.559,0.1267,0.1532,0.902,0.0875,-360.0,-390,-330,0.1532
-350.0,0.559,0.1267,0.122,0.902,0.0875,-350.0,-380,-320,0.122
-340.0,0.559,0.1267,0.1123,0.902,0.0875,-340.0,-370,-310,0.1123
-330.0,0.559,0.1267,0.1284,0.902,0.0875,-330.0,-360,-300,0.1284
-320.0,0.559,0.1267,0.1352,0.902,0.0875,-320.0,-350,-290,0.1352
-310.0,0.559,0.1267,0.1408,0.902,0.0875,-310.0,-340,-280,0.1408
-300.0,0.559,0.1267,0.1027,0.902,0.0875,-300.0,-330,-270,0.1027
-290.0,0.559,0.1267,0.0994,0.902,0.0875,-290.0,-320,-260,0.0994
-280.0,0.559,0.1267,0.0892,0.902,0.0875,-280.0,-310,-250,0.0892
-270.0,0.559,0.1267,0.081,0.902,0.0875,-270.0,-300,-240,0.081
-260.0,0.559,0.1267,0.1142,0.902,0.0875,-260.0,-290,-230,0.1142
-250.0,0.559,0.1267,0.0968,0.902,0.0875,-250.0,-280,-220,0.0968
-240.0,0.559,0.1267,0.1754,0.902,0.0875,-240.0,-270,-210,0.1754
-230.0,0.559,0.1267,0.1764,0.902,0.0875,-230.0,-260,-200,0.1764
-220.0,0.559,0.1267,0.232,0.902,0.0875,-220.0,-250,-190,0.232
-210.0,0.559,0.1267,0.2595,0.902,0.0875,-210.0,-240,-180,0.2595
-200.0,0.559,0.1267,0.2576,0.902,0.0875,-200.0,-230,-170,0.2576
-190.0,0.559,0.1267,0.3116,0.902,0.0875,-190.0,-220,-160,0.3116
-180.0,0.559,0.1267,0.2422,0.902,0.0875,-180.0,-210,-150,0.2422
-170.0,0.559,0.1267,0.2532,0.902,0.0875,-170.0,-200,-140,0.2532
-160.0,0.559,0.1267,0.2111,0.902,0.0875,-160.0,-190,-130,0.2111
-150.0,0.559,0.1267,0.2042,0.902,0.0875,-150.0,-180,-120,0.2042
-140.0,0.559,0.1267,0.2242,0.902,0.0875,-140.0,-170,-110,0.2242
-130.0,0.559,0.1267,0.177,0.902,0.0875,-130.0,-160,-100,0.177
-120.0,0.559,0.1267,0.2243,0.902,0.0875,-120.0,-150,-90,0.2243
-110.0,0.559,0.1267,0.2569,0.902,0.0875,-110.0,-140,-80,0.2569
-100.0,0.559,0.1267,0.2714,0.902,0.0875,-100.0,-130,-70,0.2714
-90.0,0.559,0.1267,0.2516,0.902,0.0875,-90.0,-120,-60,0.2516
-80.0,0.559,0.1267,0.219,0.902,0.0875,-80.0,-110,-50,0.219
-70.0,0.559,0.1267,0.2503,0.902,0.0875,-70.0,-100,-40,0.2503
-60.0,0.559,0.1267,0.2239,0.902,0.0875,-60.0,-90,-30,0.2239
-50.0,0.559,0.1267,0.1202,0.902,0.0875,-50.0,-80,-20,0.1202
-40.0,0.559,0.1267,0.0965,0.902,0.0875,-40.0,-70,-10,0.0965
-30.0,0.559,0.1267,0.1164,0.902,0.0875,-30.0,-60,0,0.1164
-20.0,0.559,0.1267,0.1113,0.902,0.0875,-20.0,-50,10,0.1113
-10.0,0.559,0.1267,0.0968,0.902,0.0875,-10.0,-40,20,0.0968
0.0,0.559,0.1267,0.0847,0.902,0.0875,0.0,-30,30,0.0847
10.0,0.559,0.1267,0.1706,0.902,0.0875,10.0,-20,40,0.1706
20.0,0.559,0.1267,0.2716,0.902,0.0875,20.0,-10,50,0.2716
30.0,0.559,0.1267,0.2468,0.902,0.0875,30.0,0,60,0.2468
40.0,0.559,0.1267,0.2803,0.902,0.0875,40.0,10,70,0.2803
